"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0033028","BP","GO:0033028","myeloid cell apoptotic process","10/1665","39/18888",0.00162336638542393,0.0368320988070309,0.0311375170302694,"SNAI2/ST6GAL1/MEF2C/THRA/ITPKB/ADAM17/PIK3CD/BCL2/GAS6/PLEKHO2",10
"GO:0050867","BP","GO:0050867","positive regulation of cell activation","51/1665","380/18888",0.00165542880635109,0.0374139743016791,0.0316294292131463,"FYN/CBFB/GLI2/MLH1/SMARCA2/MEF2C/CYLD/EFNB1/MSH2/NFATC2/CSK/IL7/EBI3/TGFB1/IL23A/VNN1/WNT5A/IL1A/IL1RL1/NCKAP1L/CDKN1A/IL1B/EPHB2/TESPA1/HLX/TLR4/LEF1/BRD4/DUSP10/ITPKB/ADAM8/CYRIB/NCK1/CD1D/NLRP3/TGFBR2/SOCS5/BCL2/MALT1/MYD88/YES1/SOX12/PTPN11/GAS6/PEAR1/PELI1/PDCD1LG2/CARD11/HLA-E/TLR9/RPS6KA1",51
"GO:0003151","BP","GO:0003151","outflow tract morphogenesis","16/1665","81/18888",0.00168145649276573,0.0378466203657739,0.0319951842101507,"EDN1/MEF2C/JAG1/ENG/WNT5A/NRP2/MSX2/SIX1/GATA6/SMAD4/NOTCH1/TGFBR2/TBX20/ROBO1/NOG/ROBO2",16
"GO:0002696","BP","GO:0002696","positive regulation of leukocyte activation","49/1665","362/18888",0.00168755295748606,0.0378466203657739,0.0319951842101507,"FYN/CBFB/GLI2/MLH1/SMARCA2/MEF2C/CYLD/EFNB1/MSH2/NFATC2/CSK/IL7/EBI3/TGFB1/IL23A/VNN1/WNT5A/IL1A/IL1RL1/NCKAP1L/CDKN1A/IL1B/EPHB2/TESPA1/HLX/TLR4/LEF1/BRD4/DUSP10/ITPKB/ADAM8/CYRIB/NCK1/CD1D/NLRP3/TGFBR2/SOCS5/BCL2/MALT1/MYD88/YES1/SOX12/PTPN11/GAS6/PELI1/PDCD1LG2/CARD11/HLA-E/TLR9",49
"GO:0071895","BP","GO:0071895","odontoblast differentiation","6/1665","16/18888",0.00171404389543311,0.0382505636676884,0.0323366741564208,"TGFB1/SERPINE1/BMP2/LEF1/CEBPB/SMAD2",6
"GO:0010464","BP","GO:0010464","regulation of mesenchymal cell proliferation","9/1665","33/18888",0.00172524408242189,0.0382505636676884,0.0323366741564208,"FGF9/WNT5A/PRRX1/SOX9/SIX1/KDR/MYC/TGFBR2/SHOX2",9
"GO:2000765","BP","GO:2000765","regulation of cytoplasmic translation","9/1665","33/18888",0.00172524408242189,0.0382505636676884,0.0323366741564208,"YBX1/CPEB3/CPEB4/IMPACT/NMNAT2/NCK1/CNBP/YTHDF2/CPEB1",9
"GO:0030330","BP","GO:0030330","DNA damage response, signal transduction by p53 class mediator","15/1665","74/18888",0.00177050311461587,0.0389679080938595,0.032943110526053,"KDM1A/SNAI2/RPS6KA6/TFAP4/NDRG1/ING4/CDKN1A/PMAIP1/PLK2/E2F7/CRADD/TRIAP1/KMT5A/MUC1/SESN2",15
"GO:0030833","BP","GO:0030833","regulation of actin filament polymerization","23/1665","136/18888",0.00177096478217678,0.0389679080938595,0.032943110526053,"TENM1/TMSB10/CAPG/CYFIP2/PFN2/PIK3R2/CSF3/ARPC3/NCKAP1L/HIP1R/FHOD3/SPTBN5/SLIT2/ARHGAP18/ADD3/CYRIB/NCK1/TMSB15B/CDC42EP5/PRKCE/HCLS1/KIRREL1/TWF2",23
"GO:0140467","BP","GO:0140467","integrated stress response signaling","11/1665","46/18888",0.00178455283671947,0.0389727625127761,0.0329472144070856,"TMED2/GCN1/AGR2/BATF3/HERC5/IMPACT/NCK1/JUNB/CEBPB/PTPN2/JUN",11
"GO:2001239","BP","GO:2001239","regulation of extrinsic apoptotic signaling pathway in absence of ligand","11/1665","46/18888",0.00178455283671947,0.0389727625127761,0.0329472144070856,"SNAI2/SRPX/IL7/EYA4/IL1A/HTRA2/INHBA/IL1B/EYA3/BCL2/C8orf44-SGK3",11
"GO:0051098","BP","GO:0051098","regulation of binding","35/1665","238/18888",0.00185375346819805,0.0403329719144135,0.0340971229048369,"KDM1A/ROCK1/MAP2/GSK3B/FKBP1A/TFAP4/MMP9/MAPK8/DKK1/HDAC5/LRP1/CDKN1A/BMP2/HIP1R/DNAJB2/LEF1/ARRB2/RPL11/PTPRF/GZMA/SPPL3/MITD1/GPSM1/DISC1/IFI16/PCSK9/ATP2A2/SMAD2/JUN/ANXA2/NOG/KDM4D/H1-0/CARD16/PINX1",35
"GO:0032330","BP","GO:0032330","regulation of chondrocyte differentiation","12/1665","53/18888",0.00186123288719482,0.0403451634395279,0.034107429507859,"SNAI2/RARB/SMAD7/SOX6/EFEMP1/SOX9/SOX5/MBOAT2/ADAMTS12/ZNF219/SHOX2/PTPN11",12
"GO:0001706","BP","GO:0001706","endoderm formation","13/1665","60/18888",0.00187322017326777,0.0403742936489553,0.0341320559185583,"COL11A1/LAMB1/MMP9/DKK1/COL12A1/INHBA/GATA6/COL8A1/DUSP2/TBX20/SMAD2/NOG/LAMB3",13
"GO:0051153","BP","GO:0051153","regulation of striated muscle cell differentiation","18/1665","97/18888",0.0018786646233325,0.0403742936489553,0.0341320559185583,"CYP26B1/HDAC9/CTDP1/YBX1/EDN1/MEF2C/TGFB1/DKK1/HDAC5/SOX6/RGS4/BHLHE41/BMP2/ARRB2/SMAD4/NOTCH1/SHOX2/BCL2",18
"GO:0007612","BP","GO:0007612","learning","25/1665","153/18888",0.00188334897487838,0.0403742936489553,0.0341320559185583,"FYN/NRXN3/PTGS2/NTSR1/PTN/DKK1/GIT1/ASIC1/BCHE/CHST10/B4GALT2/FGF13/PPT1/SYT11/EPHB2/SORCS3/SHANK1/SHANK2/UCN/MAP1A/NRXN1/PLCB1/NOG/RELN/ARC",25
"GO:0055001","BP","GO:0055001","muscle cell development","31/1665","204/18888",0.00195059134794335,0.0416626305855592,0.0352212040964669,"KDM1A/HDAC9/CTDP1/EDN1/NFATC2/ENG/CNTNAP1/SDC1/RGS4/OBSL1/SIX1/FLNC/ACTN4/LARGE1/FHOD3/TPM1/AFG3L2/SMAD4/MEIS1/NOTCH1/ADM/PDLIM5/SHOX2/KRT19/BCL2/ATP2A2/CSRP2/DNER/MYBPC1/DMD/NFATC4",31
"GO:0072009","BP","GO:0072009","nephron epithelium development","21/1665","121/18888",0.00197914797846315,0.0421106552285041,0.0355999600023621,"EDN1/MEF2C/JAG1/CALB1/LZTS2/FGF1/SOX9/BMP2/SIX1/PODXL/MYC/SMAD4/OSR1/KLHL3/NOTCH1/DCHS1/BCL2/MAGED1/EXT1/NOG/PBX1",21
"GO:0030099","BP","GO:0030099","myeloid cell differentiation","57/1665","439/18888",0.00198601100803269,0.0421106552285041,0.0355999600023621,"CASP10/FECH/CBFB/ADGRF5/MEF2C/DHRS2/MMP9/RASSF2/JAG1/TGFB1/CDK6/CSF3/IL23A/SH2B3/NEDD9/IL1RL1/PRXL2A/INHBA/NCKAP1L/BATF3/BMP2/THRA/STAT5A/LARGE1/ETS1/TLR4/MYC/LEF1/VPS33A/ITPKB/MEIS1/FLI1/UBASH3B/LRRK1/H4C8/TGFBR2/IFI16/IL31RA/TNFRSF11B/OSCAR/JUNB/PIK3CD/CEBPB/MYD88/TRIB1/NRROS/PTPN2/PTPN11/HCLS1/FES/ANXA2/ZFP36L1/CDIN1/SIGLEC15/H4C3/H4C14/ATP5IF1",57
"GO:0030513","BP","GO:0030513","positive regulation of BMP signaling pathway","10/1665","40/18888",0.00199605086915795,0.0421701906451449,0.0356502906951437,"NEO1/ENG/FBXL15/MSX2/KDR/GATA6/SCUBE3/NOTCH1/TBX20/SMAD2",10
"GO:1902893","BP","GO:1902893","regulation of miRNA transcription","15/1665","75/18888",0.00203626908184268,0.0428106648002658,0.0361917416457672,"TGFB1/PPARD/EGR1/SOX9/BMP2/FOXA1/ETS1/MYC/GATA6/SMAD4/AR/JUN/NCOR2/ZNF512B/NFATC4",15
"GO:0099173","BP","GO:0099173","postsynapse organization","30/1665","196/18888",0.00204105038835087,0.0428106648002658,0.0361917416457672,"FYN/CHMP2B/LZTS3/CHRDL1/ZDHHC2/CNTNAP1/CAPRIN2/NEDD9/DBN1/WNT5A/NRP2/HIP1R/EPHB2/LRP4/EPHA7/PPFIA2/TMEM108/DLG5/SHANK1/SHANK2/DISC1/PDLIM5/EFNA1/IL1RAPL1/CTNND2/ZNF804A/NRXN1/RELN/ARC/SRCIN1",30
"GO:0008064","BP","GO:0008064","regulation of actin polymerization or depolymerization","25/1665","154/18888",0.0020644745134471,0.0429727988729992,0.0363288082972597,"TENM1/TMSB10/CAPG/CYFIP2/PFN2/SH3BP1/PIK3R2/CSF3/ARPC3/SEMA5A/NCKAP1L/HIP1R/FHOD3/SPTBN5/SLIT2/ARHGAP18/ADD3/CYRIB/NCK1/TMSB15B/CDC42EP5/PRKCE/HCLS1/KIRREL1/TWF2",25
"GO:0030010","BP","GO:0030010","establishment of cell polarity","25/1665","154/18888",0.0020644745134471,0.0429727988729992,0.0363288082972597,"CYP26B1/RUFY3/SDCCAG8/ROCK1/CAMSAP3/GSK3B/RAB10/SH3BP1/FERMT1/LAMA1/PTK7/WWC1/AMOTL2/WNT5A/AMOT/PLEKHG3/FGF13/ROCK2/MSN/CYRIB/GPSM1/PTK2/SCRIB/SHTN1/DCTN1",25
"GO:0007249","BP","GO:0007249","canonical NF-kappaB signal transduction","43/1665","311/18888",0.00209031942820671,0.0429727988729992,0.0363288082972597,"TSPAN6/CASP10/ATP2C1/BIRC3/TNIP3/ROCK1/EDN1/FKBP1A/RASSF2/TGFB1/NOD1/NFKB1/WNT5A/IL1A/TRIM62/TNFAIP3/IL1B/NR1D1/BST2/ANKRD17/ROCK2/TLR4/CASP1/PELI2/ARRB2/BRD4/TIFA/PLK2/ADAM8/ANGPT1/EDA/GPRC5B/PRKCE/MALT1/MYD88/UBE2N/ZDHHC17/PELI1/CARD11/CARD16/RFPL4AL1/TLR9/NFKBIB",43
"GO:0030856","BP","GO:0030856","regulation of epithelial cell differentiation","27/1665","171/18888",0.00211989926898006,0.0429727988729992,0.0363288082972597,"PRKCH/ROCK1/MMP9/JAG1/SERPINE1/CYP27B1/IL1A/ERRFI1/KLF7/MSX2/SOX9/IL1B/BMP2/BTG1/ROCK2/FST/LEF1/OSR1/NOTCH1/XDH/F11R/CEBPB/PLCB1/MAFF/ZFP36L1/S1PR3/TLR9",27
"GO:0001759","BP","GO:0001759","organ induction","7/1665","22/18888",0.00212701983673384,0.0429727988729992,0.0363288082972597,"DKK1/FGF1/BMP2/SIX1/AR/ROBO1/ROBO2",7
"GO:0035089","BP","GO:0035089","establishment of apical/basal cell polarity","7/1665","22/18888",0.00212701983673384,0.0429727988729992,0.0363288082972597,"CAMSAP3/SH3BP1/LAMA1/PTK7/WNT5A/MSN/SCRIB",7
"GO:0043555","BP","GO:0043555","regulation of translation in response to stress","7/1665","22/18888",0.00212701983673384,0.0429727988729992,0.0363288082972597,"FECH/TMED2/IMPACT/NCK1/PDIK1L/RPS6KA1/SESN2",7
"GO:0072111","BP","GO:0072111","cell proliferation involved in kidney development","7/1665","22/18888",0.00212701983673384,0.0429727988729992,0.0363288082972597,"EGR1/BMP2/MYC/OSR1/IL6R/SERPINB7/PDGFD",7
"GO:2000725","BP","GO:2000725","regulation of cardiac muscle cell differentiation","7/1665","22/18888",0.00212701983673384,0.0429727988729992,0.0363288082972597,"MEF2C/TGFB1/DKK1/SOX6/BMP2/ARRB2/SMAD4",7
"GO:0071300","BP","GO:0071300","cellular response to retinoic acid","14/1665","68/18888",0.0021305174201924,0.0429727988729992,0.0363288082972597,"CYP26B1/EPHA3/GSK3B/WNT5B/PHC1/PTK7/WNT5A/HTRA2/SOX9/OSR1/YES1/GJB3/RORB/TWF2",14
"GO:0030048","BP","GO:0030048","actin filament-based movement","23/1665","138/18888",0.00215448408710045,0.0429727988729992,0.0363288082972597,"DSG2/NEDD4L/ROCK1/SLC9A1/DSP/MYO9B/FGF13/ACTN4/FNBP1L/HCN4/FRMD6/TPM1/STC1/SCN9A/MYO7B/ATP2A2/MYO1D/SCN5A/SHTN1/ATP2A1/MYL6B/SCN8A/RYR2",23
"GO:0060074","BP","GO:0060074","synapse maturation","9/1665","34/18888",0.00216536983825712,0.0429727988729992,0.0363288082972597,"ROCK1/CHRDL1/CNTNAP1/SHANK1/DISC1/NRXN1/RELN/NFATC4/ADGRL1",9
"GO:0060914","BP","GO:0060914","heart formation","9/1665","34/18888",0.00216536983825712,0.0429727988729992,0.0363288082972597,"MEF2C/DKK1/WNT5A/BMP2/SIX1/NOTCH1/ROBO1/EXT1/ROBO2",9
"GO:0086004","BP","GO:0086004","regulation of cardiac muscle cell contraction","9/1665","34/18888",0.00216536983825712,0.0429727988729992,0.0363288082972597,"DSG2/DSP/FGF13/HCN4/STC1/ATP2A2/SCN5A/ATP2A1/RYR2",9
"GO:0110110","BP","GO:0110110","positive regulation of animal organ morphogenesis","9/1665","34/18888",0.00216536983825712,0.0429727988729992,0.0363288082972597,"EDN1/DKK1/FGF1/SOX9/BMP2/SIX1/AR/ROBO1/ROBO2",9
"GO:0048709","BP","GO:0048709","oligodendrocyte differentiation","19/1665","106/18888",0.00216669574149576,0.0429727988729992,0.0363288082972597,"TMEM98/CNTN1/GPM6B/CSK/PTN/PTPRZ1/CNTNAP1/SOX6/EIF2B1/B4GALT6/CXCR4/PLP1/MYRF/SOX9/WASF3/DUSP10/GPR17/NOTCH1/TENM4",19
"GO:0001570","BP","GO:0001570","vasculogenesis","16/1665","83/18888",0.00218955116580826,0.0431243819683273,0.0364569552496506,"HDAC7/TIE1/TGFB1/ENG/AMOT/KDR/NOTCH1/ADM/XDH/NPR2/TGFBR2/TBX20/HAS2/JUNB/HEG1/ZFP36L1",16
"GO:0030326","BP","GO:0030326","embryonic limb morphogenesis","21/1665","122/18888",0.00219652571507344,0.0431243819683273,0.0364569552496506,"CYP26B1/RARB/FGF9/DKK1/WNT5A/PRRX1/MSX2/LRP4/TFAP2A/FRAS1/LEF1/SMAD4/CRABP2/OSR1/AFF3/NOTCH1/SHOX2/CHST11/NOG/PBX1/ZNF358",21
"GO:0035113","BP","GO:0035113","embryonic appendage morphogenesis","21/1665","122/18888",0.00219652571507344,0.0431243819683273,0.0364569552496506,"CYP26B1/RARB/FGF9/DKK1/WNT5A/PRRX1/MSX2/LRP4/TFAP2A/FRAS1/LEF1/SMAD4/CRABP2/OSR1/AFF3/NOTCH1/SHOX2/CHST11/NOG/PBX1/ZNF358",21
"GO:0051347","BP","GO:0051347","positive regulation of transferase activity","50/1665","376/18888",0.00221814689638445,0.0431694497364402,0.0364950551256441,"TENM1/ARHGEF5/TIE1/MAP2K7/EDN1/NOX4/MAPKAPK5/ERP29/RASSF2/CEMIP/PIK3CG/IL23A/RFC5/NEDD9/SASH1/CCND3/RAD50/FGF1/WNT5A/CCND2/CDKN1A/IL1B/KDR/TAOK3/AGAP2/TLR4/MYC/DDR1/ARRDC4/ETAA1/ADAM17/MERTK/ANGPT1/IL6R/FGFR4/TGFBR2/RYK/GPRC5B/PARM1/EFNA1/PTK2/ROBO1/PDGFD/MALT1/ERN1/TNFSF15/GAS6/RELN/DAXX/SRCIN1",50
"GO:0071772","BP","GO:0071772","response to BMP","28/1665","180/18888",0.00222103154191941,0.0431694497364402,0.0364950551256441,"NEO1/SMAD7/CHRDL1/ENG/FBXL15/DKK1/WNT5A/MSX2/EGR1/SOX9/BMP2/KDR/FST/SKIL/LEF1/GATA6/SMAD4/SCUBE3/NOTCH1/CRIM1/ADAMTS12/FSTL1/TBX20/BMPER/RGMB/SMAD2/EXT1/NOG",28
"GO:0071773","BP","GO:0071773","cellular response to BMP stimulus","28/1665","180/18888",0.00222103154191941,0.0431694497364402,0.0364950551256441,"NEO1/SMAD7/CHRDL1/ENG/FBXL15/DKK1/WNT5A/MSX2/EGR1/SOX9/BMP2/KDR/FST/SKIL/LEF1/GATA6/SMAD4/SCUBE3/NOTCH1/CRIM1/ADAMTS12/FSTL1/TBX20/BMPER/RGMB/SMAD2/EXT1/NOG",28
"GO:0003156","BP","GO:0003156","regulation of animal organ formation","8/1665","28/18888",0.00223787267407228,0.0432087270281969,0.0365282597862687,"DKK1/FGF1/WNT5A/BMP2/SIX1/AR/ROBO1/ROBO2",8
"GO:0003416","BP","GO:0003416","endochondral bone growth","8/1665","28/18888",0.00223787267407228,0.0432087270281969,0.0365282597862687,"RARB/MSX2/SOX9/STC1/NPR2/TGFBR2/EXT1/COL27A1",8
"GO:0060021","BP","GO:0060021","roof of mouth development","17/1665","91/18888",0.0023017277216297,0.0442949648343986,0.0374465552210939,"SNAI2/PLEKHA1/WNT5A/LOXL3/SOS1/PRRX1/INHBA/EPHB2/TFAP2A/FRAS1/LEF1/SMAD4/OSR1/CDK20/TGFBR2/SMAD2/TSHZ1",17
"GO:0061614","BP","GO:0061614","miRNA transcription","15/1665","76/18888",0.00233437180394324,0.0446792716530732,0.0377714446653263,"TGFB1/PPARD/EGR1/SOX9/BMP2/FOXA1/ETS1/MYC/GATA6/SMAD4/AR/JUN/NCOR2/ZNF512B/NFATC4",15
"GO:0045619","BP","GO:0045619","regulation of lymphocyte differentiation","32/1665","215/18888",0.00233702244112285,0.0446792716530732,0.0377714446653263,"CYP26B1/CBFB/GLI2/SMARCA2/CYLD/SMAD7/IL7/IL23A/VNN1/LOXL3/SOS1/INHBA/NCKAP1L/TESPA1/HLX/LEF1/BRD4/DUSP10/ITPKB/ADAM8/SLAMF8/NLRP3/TGFBR2/SOCS5/JUNB/MALT1/PTPN2/SOX12/GAS6/ZFP36L1/CARD11/TLR9",32
"GO:0007517","BP","GO:0007517","muscle organ development","48/1665","359/18888",0.00240418094853767,0.0451349666707267,0.0381566850353398,"CYP26B1/HDAC9/COL11A1/SPEG/MEF2C/FKBP1A/DSP/SMAD7/TGFB1/ENG/CNTNAP1/SOX6/WNT5A/EGR1/BMP2/SIX1/HIVEP3/DLL4/LARGE1/HLX/LEF1/TPM1/SMAD4/NOTCH1/TAGLN/CTF1/UTRN/IGSF8/COL6A3/TBX20/SHOX2/CAVIN4/FOXN2/BCL2/HEG1/AKIRIN1/ZNF609/FHL3/NOG/FOXO4/MAFF/NR2F2/DNER/MYL6B/TEAD4/RYR2/DMD/FRG1",48
"GO:0010595","BP","GO:0010595","positive regulation of endothelial cell migration","22/1665","131/18888",0.00241006112155871,0.0451349666707267,0.0381566850353398,"HDAC9/HDAC7/PTGS2/EDN1/TGFB1/PIK3CG/SASH1/SEMA5A/FGF1/WNT5A/NRP2/STAT5A/RHOJ/KDR/ROCK2/ETS1/PLK2/ADAM17/ANGPT1/PIK3CD/CCBE1/ZNF580",22
"GO:0002688","BP","GO:0002688","regulation of leukocyte chemotaxis","21/1665","123/18888",0.00243374910194614,0.0451349666707267,0.0381566850353398,"EDN1/SLC8B1/DDT/RIN3/PTN/SERPINE1/IL23A/NEDD9/WNT5A/NCKAP1L/SLIT2/ADAM17/SLAMF8/IL6R/PTK2/CXCL8/AKIRIN1/GAS6/ZNF580/GPSM3/TMEM102",21
"GO:0045198","BP","GO:0045198","establishment of epithelial cell apical/basal polarity","6/1665","17/18888",0.00245301465754649,0.0451349666707267,0.0381566850353398,"CAMSAP3/SH3BP1/LAMA1/PTK7/WNT5A/MSN",6
"GO:1900120","BP","GO:1900120","regulation of receptor binding","6/1665","17/18888",0.00245301465754649,0.0451349666707267,0.0381566850353398,"MMP9/PTPRF/PCSK9/ATP2A2/ANXA2/NOG",6
"GO:1901550","BP","GO:1901550","regulation of endothelial cell development","6/1665","17/18888",0.00245301465754649,0.0451349666707267,0.0381566850353398,"ROCK1/IL1B/ROCK2/F11R/PLCB1/S1PR3",6
"GO:1903140","BP","GO:1903140","regulation of establishment of endothelial barrier","6/1665","17/18888",0.00245301465754649,0.0451349666707267,0.0381566850353398,"ROCK1/IL1B/ROCK2/F11R/PLCB1/S1PR3",6
"GO:0048645","BP","GO:0048645","animal organ formation","14/1665","69/18888",0.0024602557515526,0.0451349666707267,0.0381566850353398,"MEF2C/DKK1/FGF1/WNT5A/BMP2/SIX1/GATA6/NOTCH1/TGFBR2/AR/ROBO1/EXT1/NOG/ROBO2",14
"GO:0002757","BP","GO:0002757","immune response-activating signaling pathway","63/1665","500/18888",0.00246934262572515,0.0451349666707267,0.0381566850353398,"TSPAN6/MARK4/FYN/BIRC3/PRKCH/TNIP3/MEF2C/CYLD/BAG6/NFATC2/CSK/NOD1/MAPK8/PLEKHA1/NFKB1/LPXN/SLC15A3/OAS3/EIF2B1/HCFC2/CBLB/SOS1/RAB29/TNFAIP3/NCKAP1L/NR1D1/PLD2/ECSIT/SMPDL3B/RFTN1/ANKRD17/PTPN22/TESPA1/APPL2/TLR4/CASP1/CMTM3/SLC39A6/ARRB2/LYPLAL1/TIFA/EPG5/CD8A/SPPL3/NLRP3/CTSS/ERMAP/BTNL9/PTK2/PRKCE/PIK3CD/BCL2/MALT1/MYD88/PTPN2/YES1/PAWR/UBE2N/COLEC10/PELI1/CARD11/TLR9/PLCL2",63
"GO:0033629","BP","GO:0033629","negative regulation of cell adhesion mediated by integrin","5/1665","12/18888",0.00247078956535475,0.0451349666707267,0.0381566850353398,"SNAI2/NEXMIF/SERPINE1/PTPN11/MUC1",5
"GO:0034454","BP","GO:0034454","microtubule anchoring at centrosome","5/1665","12/18888",0.00247078956535475,0.0451349666707267,0.0381566850353398,"GSK3B/MAP1S/CCDC120/CCDC68/DCTN1",5
"GO:0062042","BP","GO:0062042","regulation of cardiac epithelial to mesenchymal transition","5/1665","12/18888",0.00247078956535475,0.0451349666707267,0.0381566850353398,"JAG1/ENG/NOTCH1/TGFBR2/NOG",5
"GO:0070099","BP","GO:0070099","regulation of chemokine-mediated signaling pathway","5/1665","12/18888",0.00247078956535475,0.0451349666707267,0.0381566850353398,"EDN1/SH2B3/RNF113A/SLIT2/ROBO1",5
"GO:1905809","BP","GO:1905809","negative regulation of synapse organization","5/1665","12/18888",0.00247078956535475,0.0451349666707267,0.0381566850353398,"DKK1/WNT5A/EPHA7/ROBO2/NFATC4",5
"GO:0002429","BP","GO:0002429","immune response-activating cell surface receptor signaling pathway","45/1665","332/18888",0.00247696610094881,0.0451349666707267,0.0381566850353398,"FYN/PRKCH/TNIP3/MEF2C/CYLD/BAG6/NFATC2/CSK/PLEKHA1/NFKB1/LPXN/EIF2B1/CBLB/SOS1/RAB29/TNFAIP3/NCKAP1L/NR1D1/PLD2/ECSIT/RFTN1/PTPN22/TESPA1/APPL2/TLR4/CMTM3/SLC39A6/CD8A/SPPL3/ERMAP/BTNL9/PTK2/PRKCE/PIK3CD/BCL2/MALT1/MYD88/PTPN2/YES1/PAWR/UBE2N/COLEC10/PELI1/CARD11/PLCL2",45
"GO:2000116","BP","GO:2000116","regulation of cysteine-type endopeptidase activity","29/1665","190/18888",0.00250319526304785,0.045437231027016,0.0384122165376555,"CASP10/FYN/BIRC3/CYFIP2/MMP9/NOD1/FAM162A/HTRA2/HIP1R/EPHA7/MYC/MTCH1/CASP1/PMAIP1/XDH/NLRP3/IFI16/GPER1/CRADD/ROBO1/CST1/TRIAP1/MALT1/TNFSF15/GAS6/DIABLO/DAPK1/CARD16/RPS6KA1",29
"GO:0003015","BP","GO:0003015","heart process","37/1665","260/18888",0.00250913880821457,0.045437231027016,0.0384122165376555,"FYN/EHD3/DSG2/NEDD4L/ATP2B1/TMEM38A/EDN1/NOX4/SLC9A1/DSP/SMAD7/PPP1R13L/PIK3CG/SLC4A3/RGS4/FKBP1B/CXCR4/THRA/PPCS/FGF13/CYP2J2/HCN4/TPM1/GATA6/ADM/THRB/STC1/UCN/SHOX2/SCN9A/ATP2A2/EXT1/SCN5A/ATP2A1/SCN8A/RYR2/DMD",37
"GO:1903828","BP","GO:1903828","negative regulation of protein localization","32/1665","216/18888",0.00251741454528244,0.0454459573174673,0.0384195936632155,"TMEM98/GPM6B/NEDD4L/NEO1/LMAN1/ANKRD13A/GSK3B/TMED2/ERP29/FERMT1/CORO2B/CSK/TGFB1/LZTS2/PSMD9/ADTRP/KLF7/FKBP1B/IL1B/DCLK1/ROCK2/RAB11FIP5/LATS2/LYPD1/PID1/ANGPT1/MAP1A/PKIG/PKIA/MAGED1/PTPN11/SVIP",32
"GO:0002090","BP","GO:0002090","regulation of receptor internalization","13/1665","62/18888",0.00255395997992906,0.0459261172097817,0.0388255164128944,"WDR54/ANKRD13A/RIN3/DKK1/ARRB2/ANGPT1/PCSK9/SCRIB/ANXA2/ARC/ANKRD13B/ATXN2/PPP3R1",13
"GO:0042088","BP","GO:0042088","T-helper 1 type immune response","11/1665","48/18888",0.00256764092100649,0.0459261172097817,0.0388255164128944,"TMEM98/EBI3/IL23A/IL1RL1/IL1B/HLX/TLR4/LEF1/SOCS5/ARID5A/IL27RA",11
"GO:0042596","BP","GO:0042596","fear response","11/1665","48/18888",0.00256764092100649,0.0459261172097817,0.0388255164128944,"MEF2C/USP46/ASIC1/EPHB2/LARGE1/HTR2C/LYPD1/UCN/NPAS2/BCL2/EXT1",11
"GO:0050673","BP","GO:0050673","epithelial cell proliferation","61/1665","482/18888",0.0025879613418704,0.0461480201359213,0.0390131111024596,"SNAI2/MTA3/TIE1/MEF2C/LAMB1/FERMT1/JAG1/FGF9/ESRP2/TGFB1/CDK6/PTN/AREG/ST8SIA1/PPARD/SEMA5A/FGF1/WNT5A/PDCL3/ERRFI1/NRP2/TNFAIP3/CDKN1A/SOX9/NR1D1/STAT5A/SIX1/KDR/DLL4/FST/HLX/MYC/DUSP10/OSR1/COL8A1/IGFBP3/NOTCH1/ADAM17/XDH/BMPER/FMC1/OR51E2/AR/ROBO1/HAS2/PIK3CD/CEBPB/CYP7B1/PTPRM/ERN1/MAGED1/NOG/ZNF703/SCN5A/NR2F2/ZFP36L1/ZNF580/TNFSF12/EPPK1/RPS6KA1/ATP5IF1",61
"GO:0030111","BP","GO:0030111","regulation of Wnt signaling pathway","46/1665","342/18888",0.00260102395202598,0.0462177541864693,0.0390720636263953,"TMEM132A/FUZ/SNAI2/GSK3B/CYLD/FERMT1/FGF9/TGFB1/PLEKHA4/LZTS2/DKK1/NFKB1/CAPRIN2/WNT5B/PTK7/SEMA5A/KPNA1/WNT5A/USP34/TNFAIP3/EGR1/BICC1/LRP1/SOX9/BMP2/LRP4/SCYL2/LEF1/SMAD4/IGFBP1/NOTCH1/LATS2/LRRK1/EDA/DISC1/FRAT1/GPRC5B/CMAHP/CTNND2/MLLT3/SHISA2/NOG/ZNF703/TRABD2A/APCDD1L/NFATC4",46
"GO:0035051","BP","GO:0035051","cardiocyte differentiation","26/1665","165/18888",0.00260772442588722,0.0462177541864693,0.0390720636263953,"CTDP1/RARB/EDN1/MEF2C/NOX4/SLC9A1/JAG1/TGFB1/DKK1/SOX6/RGS4/INHBA/OBSL1/BMP2/KDM6B/LARGE1/FHOD3/GATA6/ARRB2/SMAD4/MEIS1/NOTCH1/TENM4/PDLIM5/GPER1/SHOX2",26
"GO:0043123","BP","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","31/1665","208/18888",0.00265150195943704,0.0467096916177565,0.0394879429990258,"TSPAN6/CASP10/ATP2C1/BIRC3/EDN1/FKBP1A/TGFB1/NOD1/IL1A/TRIM62/IL1B/BST2/ANKRD17/TLR4/CASP1/PELI2/BRD4/TIFA/PLK2/EDA/GPRC5B/PRKCE/MALT1/MYD88/UBE2N/ZDHHC17/PELI1/CARD11/CARD16/RFPL4AL1/TLR9",31
